Date,Day,ADR Model,ADR Box Color,ADR Confirmation,ADR True,ADR Result,ADR Max Ext,ADR Max Ret,ODR Model,ODR Box Color,ODR Confirmation,ODR True,ODR Result,ODR Max Ext,ODR Max Ret,RDR Model,RDR Box Color,RDR Confirmation,RDR True,RDR Result,RDR Max Extension,RDR Max Ret,Error Checking Notes,,,,,
20-Jun-17,Tuesday,DXP,Green,Short,TRUE,Complete,0.8,-0.7,UX,Red,Long,FALSE,Broken,1.2,-20.2,DXP,Red,Short,FALSE,Complete,0.5,-2,,,,,,
21-Jun-17,Wednesday,UXP,Green,Short,TRUE,Complete,1.2,-1.3,D,Red,Long,TRUE,Broken,0.4,0,UXP,Green,Long,FALSE,Broken,2.2,-8.6,,,,,,
22-Jun-17,Thursday,DXP,Green,Short,TRUE,Complete,1.8,-0.2,DXP,Red,Long,TRUE,Broken,2.1,-0.2,UXP,Green,Long,TRUE,Complete,2.1,-1.4,,,,,,
23-Jun-17,Friday,RC,Green,Long,TRUE,Complete,1.5,0,D,Green,Long,TRUE,Broken,1.6,-1,RX,Green,Neutral,Neutral,Complete,,,,,,,,
26-Jun-17,Monday,UXP,Red,Long,TRUE,Complete,7.1,0,UXP,Green,Short,TRUE,Broken,2.6,0.4,DXP,Red,Long,TRUE,Broken,1,0.1,,,,,,
27-Jun-17,Tuesday,UXP,Red,Long,TRUE,Complete,1.5,-0.3,UXP,Red,Long,TRUE,Complete,2.5,-1.2,UX,Green,Long,TRUE,Complete,0.9,-0.3,,,,,,
28-Jun-17,Wednesday,RC,Green,Long,TRUE,Complete,3.2,-0.2,U,Red,Long,TRUE,Complete,0.5,-0.5,UX,Red,Long,TRUE,Broken,1.5,0.1,,,,,,
29-Jun-17,Thursday,UXP,Red,Long,TRUE,Complete,1.4,-0.2,UXP,Green,Short,FALSE,Complete,0.3,-1.9,RX,Green,Long,FALSE,Complete,0.3,-1.8,,,,,,
30-Jun-17,Friday,DX,Green,Long,TRUE,Broken,3.4,0.3,UXP,Green,Long,TRUE,Complete,0.5,-0.8,UX,Red,Long,TRUE,Complete,4.6,0.4,,,,,,
3-Jul-17,Monday,UXP,Red,Short,TRUE,Complete,0.6,-0.8,U,Green,Short,TRUE,Broken,2.5,-0.4,UXP,Green,Long,TRUE,Complete,3.5,-0.7,,,,,,
4-Jul-17,Tuesday,UXP,Red,Short,TRUE,Complete,0.7,-0.1,D,Red,Short,TRUE,Complete,0.6,-1,UXP,Green,Neutral,Neutral,Complete,,,,,,,,
5-Jul-17,Wednesday,RC,Green,Short,TRUE,Complete,4.7,0.5,D,Green,Short,TRUE,Complete,8.4,-0.2,DXP,Red,Short,TRUE,Complete,0.3,-0.1,,,,,,
6-Jul-17,Thursday,RC,Neutral,Short,TRUE,Complete,3.5,-0.6,RX,Red,Long,TRUE,Complete,1,-0.4,UXP,Red,Short,FALSE,Broken,6.3,-6,,,,,,
7-Jul-17,Friday,DXP,Red,Neutral,Neutral,Complete,,,RC,Red,Short,TRUE,Complete,3.4,0.3,DXP,Red,Neutral,Neutral,Complete,,,,,,,,
10-Jul-17,Monday,RC,Green,Neutral,Neutral,Complete,,,DXP,Neutral,Short,TRUE,Complete,3.1,0.3,D,Green,Long,TRUE,Broken,1.4,0.1,,,,,,
11-Jul-17,Tuesday,UXP,Green,Long,FALSE,Complete,2.6,-2.5,RX,Red,Short,TRUE,Complete,1.2,0,DX,Green,Long,TRUE,Broken,2.7,0.2,,,,,,
12-Jul-17,Wednesday,UXP,Red,Short,FALSE,Complete,0.1,-2,UX,Green,Short,TRUE,Broken,0.8,-0.2,UX,Green,Short,TRUE,Broken,3.5,0,,,,,,
13-Jul-17,Thursday,DXP,Red,Long,TRUE,Complete,1,-0.7,RX,Red,Short,TRUE,Complete,0.9,-1.6,UXP,Green,Long,TRUE,Complete,1.4,-0.2,,,,,,
14-Jul-17,Friday,UXP,Red,Short,FALSE,Complete,0.4,-2,RX,Red,Long,TRUE,Complete,2.5,0,UXP,Green,Short,TRUE,Complete,1.1,-1,,,,,,
17-Jul-17,Monday,RC,Neutral,Long,TRUE,Complete,5,-1,U,Green,Short,TRUE,Broken,1,-0.7,DX,Neutral,Short,TRUE,Complete,1.6,0.2,,,,,,
18-Jul-17,Tuesday,DXP,Green,Long,FALSE,Complete,0.6,-2.3,DXP,Red,Long,TRUE,Broken,11.8,0.2,UXP,Red,Short,TRUE,Complete,0.5,-0.5,,,,,,
19-Jul-17,Wednesday,DXP,Red,Long,TRUE,Broken,1,-0.9,U,Green,Long,TRUE,Complete,0.7,-0.2,UXP,Green,Long,TRUE,Complete,3.3,-0.8,,,,,,
20-Jul-17,Thursday,UXP,Neutral,Long,FALSE,Complete,1,-2.3,RX,Green,Long,TRUE,Complete,1.2,0.2,UXP,Red,Short,TRUE,Broken,4.2,0.4,,,,,,
21-Jul-17,Friday,DXP,Green,Short,TRUE,Complete,1.1,-0.3,RX,Green,Long,FALSE,Complete,0.8,-4.3,DXP,Red,Short,TRUE,Complete,0.8,0,,,,,,
24-Jul-17,Monday,DXP,Red,Long,TRUE,Complete,2,0,RX,Red,Short,FALSE,Complete,0.5,-2.5,UXP,Green,Long,TRUE,Complete,0.6,-0.9,,,,,,
25-Jul-17,Tuesday,UXP,Red,Long,TRUE,Complete,4.3,0.3,UXP,Green,Short,FALSE,Complete,0.6,-6.7,UXP,Red,Long,TRUE,Complete,3.3,0.8,,,,,,
26-Jul-17,Wednesday,UXP,Red,Short,TRUE,Complete,0.7,-0.7,U,Green,Short,TRUE,Broken,1,-0.4,DX,Red,Long,TRUE,Broken,2.3,-2.3,,,,,,
27-Jul-17,Thursday,UXP,Neutral,Short,TRUE,Complete,2.3,-2.4,RX,Red,Short,TRUE,Complete,1,-1.1,U,Red,Long,TRUE,Complete,1.2,0,,,,,,
28-Jul-17,Friday,UXP,Red,Short,TRUE,Broken,2.6,0.5,DXP,Red,Long,TRUE,Broken,1.1,-1.2,UXP,Green,Long,TRUE,Complete,0.4,-0.6,,,,,,
31-Jul-17,Monday,UXP,Red,Short,TRUE,Complete,0.5,-0.9,RC,Red,Short,TRUE,Complete,6.1,-0.9,DXP,Red,Long,TRUE,Broken,2.7,0,,,,,,
1-Aug-17,Tuesday,UXP,Red,Long,TRUE,Complete,3.9,-0.3,UX,Green,Short,TRUE,Broken,2.8,0,DXP,Red,Short,TRUE,Complete,5.4,0.8,,,,,,
2-Aug-17,Wednesday,DXP,Green,Short,TRUE,Complete,0.9,0,D,Red,Long,TRUE,Broken,1.5,0.4,UXP,Red,Short,FALSE,Broken,1.5,-2.6,,,,,,
3-Aug-17,Thursday,UXP,Red,Short,TRUE,Complete,2.5,-1,DXP,Red,Long,TRUE,Broken,2.5,0.5,UXP,Red,Long,FALSE,Broken,0.2,-2.9,,,,,,
4-Aug-17,Friday,DXP,Green,Short,TRUE,Complete,1.3,0,D,Red,Short,TRUE,Complete,0.6,-0.9,U,Red,Long,TRUE,Complete,1.4,0,,,,,,
7-Aug-17,Monday,UXP,Green,Long,FALSE,Complete,1.3,-3.7,DXP,Red,Short,TRUE,Complete,3.8,1,DX,Green,Short,FALSE,Broken,0.8,-1.3,,,,,,
8-Aug-17,Tuesday,UX,Green,Short,TRUE,Complete,1.5,-0.7,UXP,Green,Long,TRUE,Complete,1.2,-1.2,DXP,Green,Long,TRUE,Broken,1.1,-1.2,,,,,,
9-Aug-17,Wednesday,RC,Red,Short,TRUE,Complete,1.3,-0.7,UX,Green,Long,TRUE,Complete,2.9,-0.2,UXP,Green,Short,FALSE,Broken,3.2,-1.9,,,,,,
10-Aug-17,Thursday,UXP,Green,Short,TRUE,Complete,1.6,-0.7,UXP,Neutral,Short,FALSE,Broken,1.2,-3.4,RX,Red,Short,TRUE,Complete,1.9,0.1,,,,,,
11-Aug-17,Friday,DXP,Red,Short,TRUE,Complete,6.1,0.1,DXP,Red,Short,FALSE,Complete,1.3,-2.6,RX,Red,Long,TRUE,Complete,1.4,-0.5,,,,,,
14-Aug-17,Monday,UXP,Green,Long,FALSE,Complete,0.8,-3.1,RX,Green,Short,TRUE,Complete,1.7,-0.2,U,Green,Short,TRUE,Broken,4.8,0.1,,,,,,
15-Aug-17,Tuesday,DXP,Green,Long,TRUE,Complete,1.4,-0.5,RX,Red,Long,FALSE,Complete,0.5,-1.7,DXP,Green,Long,TRUE,Broken,2.4,-0.2,,,,,,
16-Aug-17,Wednesday,UXP,Green,Short,FALSE,Complete,0.5,-3,UXP,Green,Short,TRUE,Broken,0.6,-0.1,DX,Green,Short,TRUE,Complete,8.2,-2,,,,,,
17-Aug-17,Thursday,DXP,Green,Long,TRUE,Complete,1.2,-0.5,RX,Green,Short,TRUE,Complete,2.1,-0.1,D,Green,Long,TRUE,Broken,0.7,-0.3,,,,,,
18-Aug-17,Friday,UXP,Green,Long,TRUE,Complete,1.2,-0.7,UXP,Green,Neutral,Neutral,Complete,,,DX,Red,Short,FALSE,Broken,0.4,-7.1,,,,,,
21-Aug-17,Monday,UXP,Red,Neutral,Neutral,Complete,,,DXP,Red,Long,TRUE,Broken,2.3,0,DX,Red,Short,TRUE,Complete,2.9,0,,,,,,
22-Aug-17,Tuesday,DXP,Green,Long,TRUE,Complete,0.6,-0.4,UXP,Red,Long,FALSE,Broken,1,-4.4,RX,Red,Neutral,Neutral,Complete,,,,,,,,
23-Aug-17,Wednesday,DX,Red,Long,TRUE,Complete,0.6,-0.5,D,Red,Long,TRUE,Broken,0.8,-1,UXP,Neutral,Long,TRUE,Complete,3.4,-0.6,,,,,,
24-Aug-17,Thursday,UXP,Green,Short,TRUE,Complete,2,-1.4,D,Red,Short,TRUE,Complete,1.2,-0.4,DXP,Red,Short,TRUE,Complete,2.6,0.2,,,,,,
25-Aug-17,Friday,DX,Red,Neutral,Neutral,Complete,,,U,Red,Short,TRUE,Broken,1.1,0.3,D,Green,Long,TRUE,Broken,0.2,-0.2,,,,,,
28-Aug-17,Monday,U,Red,Neutral,Neutral,Complete,,,DXP,Red,Short,TRUE,Complete,0.7,-1.3,D,Red,Short,TRUE,Complete,0.7,-0.2,,,,,,
29-Aug-17,Tuesday,RC,Green,Long,TRUE,Complete,0.7,-0.8,RX,Red,Long,FALSE,Complete,0.2,-2.2,DXP,Red,Short,FALSE,Complete,1,-1.5,,,,,,
30-Aug-17,Wednesday,RC,Neutral,Long,TRUE,Complete,3.4,-0.5,UX,Green,Short,TRUE,Broken,2.1,0,DXP,Green,Short,FALSE,Broken,1,-4.5,,,,,,
31-Aug-17,Thursday,DXP,Green,Long,TRUE,Complete,1.5,-0.2,UXP,Green,Long,TRUE,Complete,3,-0.2,UXP,Green,Long,TRUE,Complete,0.3,-0.3,,,,,,
1-Sep-17,Friday,RC,Red,Short,TRUE,Complete,0.8,-1,DXP,Red,Short,FALSE,Broken,0.9,-4.7,RX,Red,Long,TRUE,Complete,0.6,-0.3,,,,,,
4-Sep-17,Monday,UXP,Red,Long,TRUE,Complete,1.1,-1,RX,Red,Long,TRUE,Complete,0.1,-0.8,UXP,Red,Short,TRUE,Broken,0.8,0,,,,,,
5-Sep-17,Tuesday,DXP,Green,Long,TRUE,Broken,1.7,0,UXP,Red,Long,TRUE,Complete,5.5,0.9,UXP,Green,Long,FALSE,Complete,1,-1.4,,,,,,
6-Sep-17,Wednesday,RC,Red,Long,FALSE,Complete,1.2,-2.3,UXP,Green,Long,TRUE,Complete,2.8,-0.2,UXP,Green,Short,FALSE,Complete,1.2,-2.6,,,,,,
7-Sep-17,Thursday,UX,Red,Short,TRUE,Broken,0.7,0,RX,Green,Long,FALSE,Complete,0.3,-2.4,DXP,Green,Long,TRUE,Broken,2.1,-0.5,,,,,,
8-Sep-17,Friday,UXP,Green,Short,FALSE,Complete,1,-5,DXP,Red,Short,TRUE,Complete,2,-1.1,D,Red,Short,TRUE,Complete,5,0.2,,,,,,
11-Sep-17,Monday,DXP,Green,Long,TRUE,Complete,1.2,0,RX,Red,Neutral,Neutral,Complete,,,DXP,Red,Long,TRUE,Broken,5.6,0.5,,,,,,
12-Sep-17,Tuesday,UXP,Red,Short,TRUE,Complete,0.8,-0.3,D,Red,Short,FALSE,Broken,2,-4.5,UX,Green,Long,TRUE,Complete,0.8,-0.7,,,,,,
13-Sep-17,Wednesday,UXP,Red,Short,TRUE,Broken,2.3,-0.7,D,Green,Long,TRUE,Broken,3.1,0,UXP,Green,Long,TRUE,Complete,3,0.1,,,,,,
14-Sep-17,Thursday,UXP,Red,Long,TRUE,Complete,1,-1.7,RX,Green,Long,TRUE,Complete,4,-0.6,UXP,Green,Long,FALSE,Complete,0.4,-2,,,,,,
15-Sep-17,Friday,DXP,Red,Short,TRUE,Complete,1.2,-0.8,DXP,Red,Short,FALSE,Broken,0.3,-3,UXP,Red,Short,TRUE,Broken,0.4,-1.3,,,,,,
18-Sep-17,Monday,DX,Green,Long,TRUE,Broken,2.1,0,UXP,Green,Long,FALSE,Broken,1.1,-4.8,DXP,Neutral,Short,FALSE,Complete,2.3,-1.7,,,,,,
19-Sep-17,Tuesday,UXP,Green,Long,FALSE,Broken,1.1,-4.8,UXP,Green,Long,TRUE,Complete,0.6,-0.9,D,Red,Short,TRUE,Complete,0.7,-0.2,,,,,,
20-Sep-17,Wednesday,RC,Green,Long,FALSE,Complete,0.6,-1.9,UXP,Red,Short,FALSE,Broken,1.5,-2.8,UX,Green,Short,FALSE,Broken,1.1,-3.1,,,,,,
21-Sep-17,Thursday,UXP,Green,Short,TRUE,Broken,1.3,-1,DXP,Red,Short,TRUE,Complete,2.9,-0.5,D,Green,Long,TRUE,Broken,0.5,-0.6,,,,,,
22-Sep-17,Friday,UXP,Red,Short,TRUE,Broken,0.8,-0.5,U,Red,Short,TRUE,Broken,3.1,-0.4,UXP,Green,Neutral,Neutral,Broken,,,,,,,,
25-Sep-17,Monday,UX,Green,Short,TRUE,Broken,2.1,-0.6,DXP,Red,Long,TRUE,Broken,5.9,-0.1,UXP,Green,Long,TRUE,Complete,4.7,0.8,,,,,,
26-Sep-17,Tuesday,UXP,Neutral,Long,TRUE,Complete,6.2,-0.2,RX,Red,Short,FALSE,Complete,0.5,-1.5,DXP,Red,Long,TRUE,Broken,1.1,-0.3,,,,,,
27-Sep-17,Wednesday,UXP,Red,Short,FALSE,Complete,0.3,-3.4,U,Red,Short,TRUE,Broken,1.8,0,DX,Red,Short,TRUE,Broken,2.4,-1.7,,,,,,
28-Sep-17,Thursday,RC,Green,Short,TRUE,Complete,2.4,-0.7,DXP,Green,Long,TRUE,Broken,6.5,0.3,UXP,Red,Short,TRUE,Broken,3.4,0.6,,,,,,
29-Sep-17,Friday,DXP,Green,Short,TRUE,Complete,1.3,0,D,Green,Long,TRUE,Broken,0.7,-1.4,D,Red,Long,TRUE,Broken,1,-0.7,,,,,,
2-Oct-17,Monday,UXP,Red,Short,TRUE,Broken,1.5,-0.3,DX,Red,Short,TRUE,Complete,3.9,0.1,DXP,Green,Short,FALSE,Complete,1.4,-2.4,,,,,,
3-Oct-17,Tuesday,UXP,Red,Short,TRUE,Broken,0.7,-0.5,RX,Green,Long,FALSE,Complete,0.3,-1.6,U,Red,Short,TRUE,Broken,0.5,-0.3,,,,,,
4-Oct-17,Wednesday,DXP,Green,Short,FALSE,Complete,0.5,-1.5,UX,Green,Long,TRUE,Complete,0.4,0,UX,Red,Long,FALSE,Broken,1.4,-3.4,,,,,,
5-Oct-17,Thursday,DXP,Green,Short,FALSE,Complete,0.4,-3.1,UXP,Green,Long,TRUE,Complete,2.3,-1.4,UXP,Green,Long,TRUE,Complete,0.6,-0.4,,,,,,
6-Oct-17,Friday,RC,Red,Short,TRUE,Complete,0.1,-0.8,DX,Green,Long,FALSE,Broken,0.5,-6.2,DXP,Red,Short,TRUE,Complete,1.5,-0.8,,,,,,
9-Oct-17,Monday,RC,Green,Neutral,Neutral,Complete,,,RX,Green,Short,TRUE,Complete,1.5,-0.5,RX,Red,Neutral,Neutral,Complete,,,,,,,,
10-Oct-17,Tuesday,RC,Green,Long,TRUE,Complete,0.7,-0.5,UX,Green,Long,TRUE,Complete,2.7,0.1,UXP,Red,Long,TRUE,Complete,3.1,0.7,,,,,,
11-Oct-17,Wednesday,UXP,Green,Long,TRUE,Complete,3.4,-0.2,UXP,Green,Long,FALSE,Broken,1.9,-2.2,DX,Red,Short,FALSE,Broken,1,-2.6,,,,,,
12-Oct-17,Thursday,UX,Red,Short,TRUE,Complete,1.9,-0.7,DX,Green,Short,TRUE,Complete,3.6,-0.2,DXP,Green,Long,TRUE,Complete,5.9,-2.6,,,,,,
13-Oct-17,Friday,UXP,Red,Long,TRUE,Complete,3.5,0.1,UXP,Green,Long,TRUE,Complete,1,-0.4,U,Red,Short,TRUE,Complete,0.4,-1.1,,,,,,
16-Oct-17,Monday,UXP,Green,Neutral,Neutral,Complete,,,UXP,Green,Long,TRUE,Complete,0.6,0.1,D,Red,Short,TRUE,Complete,0.6,-0.5,,,,,,
17-Oct-17,Tuesday,DX,Red,Short,TRUE,Complete,1.4,-0.9,RX,Green,Long,TRUE,Complete,0.7,-0.2,UX,Green,Short,TRUE,Broken,2.7,-0.5,,,,,,
18-Oct-17,Wednesday,RC,Green,Long,TRUE,Complete,0.7,-0.7,U,Red,Neutral,Neutral,Complete,,,UX,Green,Short,TRUE,Broken,3.7,0,,,,,,
19-Oct-17,Thursday,DXP,Neutral,Long,FALSE,Broken,0.7,-6.1,DXP,Red,Short,TRUE,Complete,5.3,2,DXP,Green,Long,TRUE,Complete,1.4,-0.9,,,,,,
20-Oct-17,Friday,UX,Red,Short,FALSE,Broken,1.5,-2.6,RX,Red,Short,TRUE,Complete,3.7,0.7,DX,Green,Long,TRUE,Broken,0.7,-0.2,,,,,,
23-Oct-17,Monday,UXP,Red,Short,TRUE,Complete,1.2,-1,RX,Green,Short,TRUE,Complete,0.5,-0.8,RC,Red,Short,TRUE,Complete,2.9,0.3,,,,,,
24-Oct-17,Tuesday,DXP,Green,Short,FALSE,Complete,0.3,-2.8,RX,Red,Short,FALSE,Complete,1.5,-3.3,UXP,Red,Short,FALSE,Broken,3.6,-3.4,,,,,,
25-Oct-17,Wednesday,UXP,Neutral,Short,TRUE,Complete,4.3,-1,DXP,Red,Short,TRUE,Complete,1.3,-0.9,DX,Red,Long,FALSE,Broken,0.4,-2.3,,,,,,
26-Oct-17,Thursday,DX,Neutral,Short,TRUE,Complete,1.2,-1.6,DXP,Neutral,Long,TRUE,Broken,1.6,-0.5,U,Red,Long,TRUE,Complete,3.6,0,,,,,,
27-Oct-17,Friday,UXP,Red,Long,FALSE,Complete,1,-3,DX,Green,Short,TRUE,Complete,2.4,-0.5,UX,Green,Long,TRUE,Complete,0.6,0.2,,,,,,
30-Oct-17,Monday,UXP,Red,Short,TRUE,Complete,2.6,0.4,RX,Green,Short,TRUE,Complete,1.6,-0.5,UX,Red,Short,TRUE,Broken,0.8,-0.5,,,,,,
31-Oct-17,Tuesday,DX,Green,Short,TRUE,Complete,1.5,-0.6,DX,Red,Short,FALSE,Broken,0.8,-5,U,Green,Long,TRUE,Complete,3.9,-0.8,,,,,,
1-Nov-17,Wednesday,UXP,Green,Long,TRUE,Complete,0.1,-1,UXP,Green,Long,TRUE,Complete,1.3,-0.1,UXP,Green,Short,TRUE,Broken,7.3,0.7,,,,,,
2-Nov-17,Thursday,DXP,Green,Long,TRUE,Complete,1.4,-0.9,RX,Red,Short,FALSE,Complete,0.7,-1.6,U,Red,Long,TRUE,Complete,2.1,-0.7,,,,,,
3-Nov-17,Friday,UXP,Red,Short,TRUE,Complete,1,-0.4,DXP,Red,Long,TRUE,Broken,1.6,-1.3,RX,Red,Short,FALSE,Complete,1.3,-5.9,,,,,,
6-Nov-17,Monday,UXP,Green,Short,TRUE,Complete,1.2,-1.5,UXP,Red,Short,TRUE,Broken,1.5,-0.9,DXP,Green,Long,TRUE,Broken,9.5,0.5,,,,,,
7-Nov-17,Tuesday,UXP,Red,Long,TRUE,Complete,2.2,0,UXP,Green,Short,TRUE,Broken,0.6,-0.5,DXP,Red,Neutral,Neutral,Complete,,,,,,,,
8-Nov-17,Wednesday,RC,Green,Short,TRUE,Complete,2.2,0,D,Green,Short,TRUE,Complete,0.3,-1,DX,Red,Short,FALSE,Broken,1.8,-5.8,,,,,,
9-Nov-17,Thursday,RC,Green,Long,FALSE,Complete,1.2,-2.5,D,Red,Long,TRUE,Broken,1.3,-0.9,UX,Green,Neutral,Neutral,Complete,,,,,,,,
10-Nov-17,Friday,RC,Red,Long,FALSE,Complete,1.7,-1.6,UX,Green,Long,TRUE,Complete,0.8,-1.1,RC,Red,Long,FALSE,Complete,1.9,-6.9,,,,,,
13-Nov-17,Monday,DXP,Red,Short,TRUE,Complete,1.8,0,DXP,Red,Short,FALSE,Broken,0.6,-3,UXP,Green,Short,TRUE,Broken,1.6,-0.5,,,,,,
14-Nov-17,Tuesday,DXP,Green,Short,TRUE,Complete,2.8,0.4,DXP,Green,Short,TRUE,Complete,1.8,0,DX,Red,Short,TRUE,Complete,0.8,0,,,,,,
15-Nov-17,Wednesday,DXP,Red,Short,TRUE,Complete,1.5,-0.5,UX,Green,Long,FALSE,Broken,0.3,-2.3,D,Red,Short,FALSE,Broken,1.2,-3.4,,,,,,
16-Nov-17,Thursday,UXP,Green,Long,TRUE,Complete,2.7,-0.3,UXP,Red,Short,TRUE,Broken,2.3,0.3,UXP,Green,Long,TRUE,Broken,0.7,-1,,,,,,
17-Nov-17,Friday,RC,Green,Long,TRUE,Complete,0.7,-1,UXP,Green,Long,TRUE,Complete,5.1,0.1,UXP,Green,Long,TRUE,Complete,2.2,0.2,,,,,,
20-Nov-17,Monday,UXP,Red,Long,TRUE,Complete,5.3,-1,U,Green,Short,TRUE,Broken,2.4,0.1,DXP,Red,Short,FALSE,Complete,1.2,-1.6,,,,,,
21-Nov-17,Tuesday,UXP,Green,Long,TRUE,Complete,2.4,0.5,UXP,Red,Long,FALSE,Complete,2.4,-2.6,RX,Green,Neutral,Neutral,Complete,,,,,,,,
22-Nov-17,Wednesday,UX,Green,Long,TRUE,Complete,1.6,0.2,UXP,Red,Short,FALSE,Complete,0.8,-1.7,DXP,Red,Short,FALSE,Broken,3.8,-4.6,,,,,,
23-Nov-17,Thursday,UXP,Red,Short,TRUE,Complete,1.4,-0.9,DX,Green,Long,TRUE,Broken,1.5,-1.1,UXP,Green,Long,TRUE,Complete,2.5,-1.1,,,,,,
24-Nov-17,Friday,UXP,Green,Long,TRUE,Complete,0.8,-0.4,UXP,Green,Short,FALSE,Complete,1,-2.8,RX,Red,Long,TRUE,Complete,1,-0.8,,,,,,
27-Nov-17,Monday,UX,Red,Short,TRUE,Broken,0.3,0.2,DXP,Red,Long,FALSE,Complete,0.6,-1.9,DXP,Red,Long,TRUE,Complete,0,-0.6,,,,,,
28-Nov-17,Tuesday,RC,Green,Short,TRUE,Complete,3,0,RX,Red,Short,TRUE,Complete,0.7,-0.5,UX,Green,Short,TRUE,Broken,0.7,-1.2,,,,,,
29-Nov-17,Wednesday,DXP,Red,Short,TRUE,Complete,1,-1,UX,Neutral,Short,FALSE,Broken,3.5,-3.2,U,Red,Long,FALSE,Broken,1.9,-6.2,,,,,,
30-Nov-17,Thursday,DXP,Green,Long,TRUE,Complete,1.8,-1,UXP,Green,Short,FALSE,Broken,0.8,-3.3,RX,Red,Short,TRUE,Complete,0.5,-1.2,,,,,,
1-Dec-17,Friday,RC,Green,Long,TRUE,Complete,3,0.5,UXP,Red,Long,TRUE,Complete,1.5,-0.6,UXP,Green,Long,FALSE,Complete,0.4,-1.7,,,,,,
4-Dec-17,Monday,DXP,Red,Short,TRUE,Complete,3.8,0.2,DXP,Red,Short,TRUE,Complete,2.1,-1,DXP,Red,Short,TRUE,Complete,0.8,0,,,,,,
5-Dec-17,Tuesday,DX,Green,Short,TRUE,Complete,0.8,0,DXP,Neutral,Short,TRUE,Complete,0.8,-0.8,UX,Green,Long,TRUE,Complete,2.2,-1.6,,,,,,
6-Dec-17,Wednesday,D,Red,Neutral,Neutral,Complete,,,U,Red,Short,TRUE,Broken,2.9,-0.3,DXP,Red,Short,TRUE,Complete,1.7,0.3,,,,,,
7-Dec-17,Thursday,DXP,Green,Long,FALSE,Complete,0.5,-4.2,RX,Green,Long,TRUE,Complete,0.5,-1,UXP,Green,Long,TRUE,Complete,1.2,0,,,,,,
8-Dec-17,Friday,UXP,Green,Long,TRUE,Complete,0.8,-1.2,UXP,Green,Long,TRUE,Complete,4,0.4,UXP,Red,Long,TRUE,Complete,0.3,-1,,,,,,
11-Dec-17,Monday,RC,Green,Short,FALSE,Complete,0.4,-1.6,RX,Red,Short,FALSE,Complete,0.7,-2.7,UXP,Red,Long,TRUE,Complete,2.7,-0.6,,,,,,
12-Dec-17,Tuesday,UXP,Green,Long,TRUE,Complete,4.8,0.6,UXP,Green,Short,TRUE,Complete,1.5,-1.4,DXP,Red,Short,TRUE,Complete,1.6,0.1,,,,,,
13-Dec-17,Wednesday,DXP,Green,Long,TRUE,Complete,0.3,-1,UXP,Green,Short,TRUE,Broken,1.1,-1.1,DXP,Red,Short,TRUE,Complete,1.8,-0.3,,,,,,
14-Dec-17,Thursday,DXP,Green,Short,TRUE,Complete,2.6,-1,U,Green,Short,TRUE,Broken,6.6,0.5,DXP,Green,Long,TRUE,Broken,0.8,-0.4,,,,,,
15-Dec-17,Friday,UXP,Red,Long,TRUE,Complete,1.1,-0.8,UXP,Green,Short,TRUE,Broken,1.4,-1.4,D,Red,Neutral,Neutral,Complete,,,,,,,,
18-Dec-17,Monday,RC,Red,Long,TRUE,Complete,7.5,1.3,UXP,Red,Long,FALSE,Complete,0.3,-2.3,DX,Green,Short,TRUE,Complete,1.1,0,,,,,,
19-Dec-17,Tuesday,DX,Red,Short,FALSE,Complete,0.1,-2.1,UXP,Green,Neutral,Neutral,Complete,,,D,Green,Neutral,Neutral,Broken,,,,,,,,
20-Dec-17,Wednesday,UXP,Green,Neutral,Neutral,Complete,,,RX,Red,Neutral,Neutral,Complete,,,RX,Red,Short,FALSE,Complete,1.3,-2.9,,,,,,
21-Dec-17,Thursday,UXP,Red,Short,FALSE,Complete,1.3,-4.4,UX,Red,Short,TRUE,Broken,3.5,0,DXP,Green,Long,TRUE,Broken,3.2,0.5,,,,,,
22-Dec-17,Friday,UXP,Green,Long,TRUE,Complete,3.5,-0.6,D,Red,Short,TRUE,Broken,3.8,-1.4,DX,Green,Long,TRUE,Broken,2.3,0.2,,,,,,
26-Dec-17,Tuesday,UXP,Red,Short,TRUE,Complete,0.5,-0.9,DX,Red,Short,TRUE,Complete,0.4,-1.2,UXP,Green,Long,TRUE,Complete,3.4,0.9,,,,,,
27-Dec-17,Wednesday,UXP,Red,Neutral,Neutral,Complete,,,U,Red,Short,TRUE,Broken,2.3,0.3,DX,Red,Neutral,Neutral,Complete,,,,,,,,
28-Dec-17,Thursday,RC,Green,Long,TRUE,Complete,0.4,-0.4,UXP,Red,Short,TRUE,Broken,2.3,-0.4,UXP,Red,Short,FALSE,Broken,0.6,-4.3,,,,,,
29-Dec-17,Friday,UXP,Green,Long,TRUE,Complete,2.9,1,UXP,Red,Short,TRUE,Complete,1.4,-0.4,RX,Neutral,Long,TRUE,Complete,1,-0.5,,,,,,
2-Jan-18,Tuesday,UX,Green,Long,TRUE,Complete,2.5,0.2,UXP,Red,Short,TRUE,Broken,2,-0.3,DXP,Red,Neutral,Neutral,Complete,0,0,,,,,,
3-Jan-18,Wednesday,RC,Green,Short,TRUE,Complete,0.8,-1,RX,Green,Long,TRUE,Complete,3.4,-0.2,UXP,Green,Long,TRUE,Complete,1.6,-0.1,,,,,,
