Date,Day,ADR Model,ADR Box Color,ADR Confirmation,ADR True,ADR Result,ADR Max Ext,ADR Max Ret,ODR Model,ODR Box Color,ODR Confirmation,ODR True,ODR Result,ODR Max Ext,ODR Max Ret,RDR Model,RDR Box Color,RDR Confirmation,RDR True,RDR Result,RDR Max Extension,RDR Max Ret,Error Checking Notes
18-May-23,Thursday,UXP,Green,Short,TRUE,Complete,1.1,-1.4,RX,Green,Long,TRUE,Complete,1,-0.2,RX,Green,Long,TRUE,Complete,1.3,-0.8,
22-May-23,Monday,DXP,Green,Long,TRUE,Complete,0.4,-0.2,D,Green,Long,TRUE,Broken,1.4,-0.9,RX,Green,Neutral,Neutral,Complete,,,
30-May-23,Tuesday,U,Red,Neutral,Neutral,Complete,,,U,Green,Long,TRUE,Complete,1.9,-0.1,RX,Red,Short,TRUE,Complete,1.1,-0.2,
8-Jun-23,Thursday,DXP,Green,Short,TRUE,Complete,4,-0.8,DX,Green,Long,TRUE,Broken,0.9,-0.8,RX,Green,Long,TRUE,Complete,1.6,0,
15-Jun-23,Thursday,RC,Red,Short,TRUE,Complete,2.3,-0.6,DXP,Green,Long,FALSE,Complete,0.2,-2.6,RX,Green,Long,TRUE,Complete,1.4,-0.1,
29-Jun-23,Thursday,UXP,Red,Short,TRUE,Complete,3.6,0.1,DXP,Neutral,Long,TRUE,Broken,3,0.1,RX,Green,Long,TRUE,Complete,1,-0.7,
3-Jul-23,Monday,UX,Red,Short,TRUE,Complete,0.2,-1,RC,Green,Long,FALSE,Complete,2,-2.4,RX,Green,Long,TRUE,Complete,0.7,-0.1,
5-Jul-23,Wednesday,D,Green,Long,TRUE,Broken,1.1,-1.4,DXP,Green,Short,TRUE,Complete,3,0,RX,Green,Long,TRUE,Complete,0.2,-0.8,
7-Jul-23,Friday,UX,Red,Long,TRUE,Complete,0.3,-1.1,DXP,Red,Long,TRUE,Broken,1.2,0,RX,Green,Long,TRUE,Complete,1.6,-1.2,
11-Jul-23,Tuesday,UX,Green,Long,TRUE,Complete,1.1,-0.7,UX,Red,Short,FALSE,Broken,0.6,-1.4,RX,Red,Long,TRUE,Complete,1.4,-0.5,
18-Jul-23,Tuesday,UXP,Green,Long,FALSE,Complete,1.5,-2,UX,Green,Long,TRUE,Broken,0.5,-1.3,RX,Green,Long,TRUE,Complete,2.3,0.2,
20-Jul-23,Thursday,DXP,Green,Long,TRUE,Complete,0.9,-0.3,U,Green,Long,TRUE,Broken,0.6,-0.7,RX,Red,Short,TRUE,Complete,1.2,-0.9,
21-Jul-23,Friday,DXP,Red,Long,TRUE,Complete,1,0,UXP,Red,Long,TRUE,Complete,1.7,-0.7,RX,Red,Long,FALSE,Complete,0.1,-1.2,
25-Jul-23,Tuesday,UX,Red,Short,TRUE,Complete,0.4,-0.9,U,Red,Long,TRUE,Broken,1,-0.8,RX,Green,Long,TRUE,Complete,1.5,0.1,
4-Aug-23,Friday,UXP,Green,Long,TRUE,Complete,4.2,0.3,UX,Green,Long,FALSE,Broken,0.5,-2.2,RX,Red,Long,FALSE,Complete,0.4,-2.2,
16-Aug-23,Wednesday,DXP,Red,Short,FALSE,Complete,1.8,-1.3,U,Green,Long,FALSE,Broken,0.4,-1.7,RX,Green,Short,TRUE,Complete,1.8,-0.4,
22-Aug-23,Tuesday,UX,Red,Long,TRUE,Complete,0.3,-0.7,UXP,Green,Long,TRUE,Complete,1.3,-0.2,RX,Red,Short,TRUE,Complete,1.1,-0.2,
23-Aug-23,Wednesday,DXP,Green,Long,TRUE,Broken,1.8,-0.1,UX,Green,Long,FALSE,Broken,0.5,-3,RX,Green,Long,TRUE,Complete,1.4,0.1,
5-Sep-23,Tuesday,DX,Red,Short,TRUE,Complete,0.3,-0.4,DXP,Red,Short,FALSE,Broken,0.9,-2,RX,Red,Neutral,Neutral,Complete,,,
8-Sep-23,Friday,UXP,Red,Short,FALSE,Complete,0.8,-2.5,UXP,Red,Short,TRUE,Broken,1.9,0.1,RX,Green,Short,TRUE,Complete,0.1,-0.4,
11-Sep-23,Monday,RC,Red,Short,FALSE,Complete,1.2,-3.5,UXP,Green,Short,FALSE,Complete,0.2,-1.4,RX,Red,Short,TRUE,Complete,0.2,-1.1,
13-Sep-23,Wednesday,DXP,Red,Short,TRUE,Complete,3.7,0.2,RX,Green,Long,TRUE,Complete,0.4,-0.9,RX,Red,Long,TRUE,Complete,0.4,-1,
22-Sep-23,Friday,DXP,Red,Long,TRUE,Complete,2.2,0,UXP,Red,Short,FALSE,Complete,0.4,-2.2,RX,Green,Long,FALSE,Complete,1.1,-3.2,
28-Sep-23,Thursday,RC,Green,Long,FALSE,Complete,0.9,-4,DX,Red,Short,TRUE,Broken,2.2,-1.2,RX,Green,Long,TRUE,Complete,1.4,-0.1,
5-Oct-23,Thursday,UXP,Red,Long,TRUE,Complete,2,0,DX,Red,Long,FALSE,Broken,2.2,-1.9,RX,Red,Short,TRUE,Complete,0.9,-1.3,
16-Jan-08,Wednesday,DXP,Green,Long,TRUE,Complete,4.7,-1.3,RX,Green,Short,FALSE,Complete,0.3,-1.8,U,Red,Short,FALSE,Broken,0.6,-1.8,
24-Jan-08,Thursday,UXP,Red,Short,FALSE,Complete,2.4,-3,D,Green,Short,FALSE,Broken,0.4,-2.2,U,Red,Long,TRUE,Complete,0.2,-0.8,
28-Jan-08,Monday,DXP,Red,Short,TRUE,Complete,6.1,0.2,DXP,Green,Long,TRUE,Broken,0.5,-0.3,U,Green,Long,TRUE,Complete,1.5,0,
30-Jan-08,Wednesday,RC,Neutral,Long,FALSE,Complete,2.6,-6.4,DXP,Green,Long,TRUE,Broken,2,-0.7,U,Green,Long,TRUE,Complete,3.5,-1.3,
19-Feb-08,Tuesday,UXP,Neutral,Short,FALSE,Complete,1.2,-1.8,DX,Red,Short,FALSE,Broken,0.8,-2.2,U,Red,Short,TRUE,Broken,2.6,-0.5,
3-Mar-08,Monday,DXP,Red,Short,FALSE,Complete,2.4,-3.2,RX,Red,Long,TRUE,Complete,1.7,-0.9,U,Green,Short,TRUE,Broken,0.2,-0.9,
10-Mar-08,Monday,DXP,Green,Short,TRUE,Complete,0.2,-0.6,U,Green,Long,TRUE,Complete,1.9,-0.9,U,Red,Short,TRUE,Broken,2.2,-0.1,
8-Apr-08,Tuesday,DXP,Red,Short,TRUE,Complete,1.8,-0.8,DXP,Red,Neutral,Neutral,Complete,,,U,Green,Long,FALSE,Broken,0.6,-1.6,
7-May-08,Wednesday,UXP,Green,Long,FALSE,Complete,1.2,-6,DXP,Red,Short,FALSE,Complete,0.3,-2.4,U,Red,Short,TRUE,Broken,5.7,0.2,
19-May-08,Monday,RC,Red,Neutral,Neutral,Complete,,,DX,Neutral,Long,TRUE,Broken,1.1,0,U,Green,Long,FALSE,Broken,1.2,-1.3,
27-May-08,Tuesday,DX,Green,Long,TRUE,Broken,2,-0.5,U,Red,Short,TRUE,Broken,0.9,0,U,Green,Short,FALSE,Broken,0.3,-1.6,
28-May-08,Wednesday,UXP,Red,Short,TRUE,Broken,5.3,0,DXP,Red,Long,TRUE,Broken,3,0.4,U,Red,Short,FALSE,Broken,0.4,-1.3,
10-Jun-08,Tuesday,DX,Red,Short,TRUE,Complete,2.7,0.3,DXP,Green,Short,FALSE,Complete,1.1,-1.6,U,Green,Long,TRUE,Complete,0.6,-0.8,
25-Jun-08,Wednesday,UX,Green,Short,FALSE,Complete,0.1,-1.7,UXP,Green,Long,TRUE,Complete,1.7,-0.8,U,Green,Long,TRUE,Complete,1.8,-0.9,
21-Aug-08,Thursday,UXP,Red,Short,TRUE,Broken,3.4,0.3,DXP,Red,Neutral,Neutral,Complete,,,U,Green,Long,TRUE,Complete,1.3,0,
27-Aug-08,Wednesday,UX,Red,Short,FALSE,Complete,3,-4,RX,Red,Short,TRUE,Complete,2.7,0.2,U,Green,Long,TRUE,Complete,1.3,-0.5,
18-Sep-08,Thursday,DXP,Green,Long,TRUE,Complete,1,-1.1,UX,Green,Long,TRUE,Complete,0.1,-1,U,Green,Short,FALSE,Broken,3,-3.8,
8-Oct-08,Wednesday,DXP,Green,Long,FALSE,Complete,0.7,-3.6,DXP,Red,Short,FALSE,Broken,0.2,-2.6,U,Green,Neutral,Neutral,Complete,,,
13-Oct-08,Monday,UXP,Red,Short,FALSE,Complete,1.9,-2.6,UXP,Green,Long,FALSE,Broken,0.1,-1.6,U,Green,Long,TRUE,Complete,4.4,-0.2,
31-Oct-08,Friday,RC,Neutral,Short,FALSE,Complete,1,-3.8,DXP,Green,Short,TRUE,Complete,0.4,-1,U,Green,Long,TRUE,Complete,1.8,-0.2,
13-Nov-08,Thursday,DXP,Green,Short,FALSE,Complete,0.3,-1.6,U,Green,Long,FALSE,Complete,0.4,-1.2,U,Green,Short,FALSE,Broken,2,-4.3,
11-Dec-08,Thursday,DX,Red,Neutral,Neutral,Complete,,,DX,Red,Long,TRUE,Broken,2.5,-0.1,U,Green,Long,FALSE,Broken,0.2,-2.2,
17-Dec-08,Wednesday,UXP,Red,Short,TRUE,Complete,3,-0.1,DXP,Red,Short,TRUE,Complete,0.6,-1.1,U,Red,Long,TRUE,Complete,1.2,-0.3,
23-Dec-08,Tuesday,DXP,Red,Long,FALSE,Complete,0.7,-3.7,RX,Green,Long,TRUE,Complete,0.6,-1,U,Green,Long,FALSE,Broken,0.6,-4.5,
6-Jan-09,Tuesday,UX,Green,Long,TRUE,Complete,1.4,-0.2,UX,Red,Long,TRUE,Complete,1.4,0.3,U,Red,Short,TRUE,Broken,0.2,-0.9,
16-Jan-09,Friday,UXP,Green,Long,TRUE,Complete,0.8,-0.1,U,Green,Long,TRUE,Complete,1.4,-0.4,U,Red,Short,TRUE,Broken,2,-0.6,
28-Jan-09,Wednesday,UXP,Red,Long,TRUE,Complete,3.4,0.2,UXP,Green,Long,TRUE,Complete,0.9,-0.1,U,Green,Long,TRUE,Complete,4.1,0,
10-Feb-09,Tuesday,DXP,Red,Long,TRUE,Complete,0.8,-1.4,RX,Red,Long,TRUE,Complete,1.1,0.3,U,Red,Short,TRUE,Broken,3.3,0.4,
26-Feb-09,Thursday,UX,Green,Short,TRUE,Broken,3.4,0,U,Green,Short,FALSE,Broken,0.5,-1.6,U,Green,Long,FALSE,Broken,0.4,-3.5,
23-Mar-09,Monday,DXP,Green,Long,TRUE,Broken,1.2,0,UXP,Green,Long,TRUE,Complete,0.4,-0.5,U,Green,Long,TRUE,Complete,2.5,0,
22-Apr-09,Wednesday,UXP,Red,Short,TRUE,Complete,1.2,-1.8,DXP,Green,Long,TRUE,Broken,1.2,-0.5,U,Green,Long,TRUE,Complete,0.3,-0.9,
4-May-09,Monday,UXP,Red,Long,FALSE,Complete,0.8,-1.5,U,Green,Long,FALSE,Broken,0.4,-1.4,U,Green,Long,TRUE,Complete,0.6,-0.3,
1-Jun-09,Monday,UXP,Red,Long,TRUE,Complete,3.1,0.5,UXP,Green,Long,TRUE,Complete,0.7,-0.8,U,Green,Long,TRUE,Complete,0.5,-0.2,
9-Jun-09,Tuesday,UXP,Green,Long,FALSE,Complete,0.5,-3.2,RX,Green,Short,TRUE,Complete,0.6,-1.3,U,Red,Short,FALSE,Broken,0.6,-1.5,
1-Jul-09,Wednesday,DX,Green,Short,FALSE,Complete,0.4,-1.8,UX,Green,Long,TRUE,Complete,0.2,-0.9,U,Green,Short,TRUE,Complete,0.1,-0.1,
6-Jul-09,Monday,DXP,Neutral,Long,FALSE,Complete,1,-6,DXP,Red,Short,TRUE,Complete,0.5,-0.9,U,Red,Short,FALSE,Broken,0.2,-1.5,
14-Jul-09,Tuesday,UXP,Neutral,Short,FALSE,Complete,2.5,-8,RX,Green,Long,TRUE,Complete,2.1,-0.3,U,Red,Short,FALSE,Broken,0.7,-1.7,
17-Jul-09,Friday,UXP,Red,Short,FALSE,Complete,1.7,-1.2,RX,Green,Long,FALSE,Complete,0.6,-2.2,U,Red,Long,TRUE,Complete,0.6,-0.8,
23-Jul-09,Thursday,RC,Red,Short,FALSE,Complete,0.2,-5,UXP,Red,Short,FALSE,Complete,0.3,-1.9,U,Green,Long,TRUE,Complete,0.9,0.1,
29-Jul-09,Wednesday,RC,Green,Long,FALSE,Complete,1.3,-1.4,DXP,Green,Long,TRUE,Broken,0.5,-0.4,U,Green,Short,TRUE,Broken,0.4,-0.9,
19-Aug-09,Wednesday,UXP,Green,Short,FALSE,Broken,5,-2,DXP,Red,Long,FALSE,Complete,0.1,-1.3,U,Green,Long,TRUE,Complete,1.1,0.4,
24-Aug-09,Monday,UXP,Neutral,Long,TRUE,Complete,3.2,0.7,UXP,Red,Short,TRUE,Complete,0.2,-0.4,U,Green,Long,FALSE,Broken,0.2,-3,
4-Sep-09,Friday,UXP,Green,Short,TRUE,Complete,2,-0.4,RX,Green,Long,TRUE,Broken,0.4,-0.3,U,Green,Long,TRUE,Complete,2.6,-0.5,
14-Sep-09,Monday,DXP,Red,Short,TRUE,Complete,0.3,-0.2,RC,Green,Short,TRUE,Complete,1.5,-1.2,U,Green,Long,TRUE,Complete,1.5,0,
16-Sep-09,Wednesday,UX,Green,Long,FALSE,Complete,1,-1.4,UXP,Green,Long,TRUE,Complete,0.7,-0.4,U,Red,Long,TRUE,Complete,2.4,0,
29-Sep-09,Tuesday,UXP,Red,Short,TRUE,Complete,0.8,-0.8,D,Red,Short,TRUE,Broken,0.3,-0.6,U,Red,Short,TRUE,Broken,0.7,-0.5,
11-Nov-09,Wednesday,UXP,Red,Short,TRUE,Broken,0.7,-0.2,UXP,Neutral,Long,TRUE,Complete,3.6,0,U,Green,Short,TRUE,Broken,0.7,-0.2,
16-Nov-09,Monday,UXP,Green,Long,TRUE,Complete,1.4,0.1,UXP,Red,Long,TRUE,Complete,0.5,-0.3,U,Green,Long,TRUE,Complete,0.3,-0.6,
22-Dec-09,Tuesday,RC,Green,Long,TRUE,Complete,2.6,-0.7,UXP,Green,Long,TRUE,Complete,1.6,0,U,Green,Neutral,Neutral,Complete,,,
28-Dec-09,Monday,RC,Green,Long,TRUE,Complete,10.5,1.5,UXP,Green,Neutral,Neutral,Complete,,,U,Red,Short,TRUE,Broken,1,-0.5,
24-Feb-10,Wednesday,RC,Green,Long,TRUE,Complete,1.8,0,RX,Red,Short,FALSE,Complete,0.5,-1.4,U,Red,Long,TRUE,Complete,0.5,-0.4,
9-Mar-10,Tuesday,DXP,None,Short,TRUE,Complete,1.3,-1,RX,Red,Short,TRUE,Complete,0.8,-0.2,U,Green,Long,TRUE,Complete,1.4,-0.6,
26-Jul-10,Monday,UXP,Green,Long,TRUE,Complete,1.6,0.3,U,Red,Short,TRUE,Broken,0.6,0.4,U,Green,Long,TRUE,Complete,0.6,-0.3,
29-Jul-10,Thursday,DXP,Green,Long,FALSE,Broken,3,-2.6,UXP,Red,Long,TRUE,Complete,0.9,-0.7,U,Red,Short,TRUE,Broken,2.5,-0.2,
31-Aug-10,Tuesday,DXP,Red,Short,TRUE,Complete,0.7,-0.2,DXP,Green,Long,TRUE,Complete,0.7,-1,U,Green,Long,TRUE,Complete,0.2,-0.8,
6-Sep-10,Monday,UX,Red,Long,TRUE,Complete,0.6,-0.4,U,Red,Short,TRUE,Broken,1.4,-0.8,U,Red,Short,TRUE,Broken,0.8,0.4,
10-Sep-10,Friday,DXP,Green,Long,FALSE,Complete,0.6,-1.1,UX,Green,Long,TRUE,Complete,0.3,-0.2,U,Green,Long,TRUE,Complete,0.3,-0.1,
20-Sep-10,Monday,DXP,Green,Long,TRUE,Complete,5,-0.3,UXP,Green,Long,TRUE,Complete,0.7,-0.1,U,Green,Long,TRUE,Complete,1,-0.1,
11-Oct-10,Monday,UXP,Red,Short,TRUE,Complete,2.5,-0.4,DXP,Neutral,Long,TRUE,Broken,0.8,-0.3,U,Green,Short,TRUE,Broken,1,0,
20-Oct-10,Wednesday,DXP,Red,Long,TRUE,Complete,5,0.4,UXP,Green,Long,TRUE,Complete,1.1,-0.5,U,Green,Long,TRUE,Complete,2,0.4,
25-Oct-10,Monday,UXP,Green,Long,TRUE,Complete,3.3,-0.3,UXP,Red,Long,TRUE,Complete,0.3,-0.9,U,Green,Short,TRUE,Broken,1.1,-0.3,
6-Dec-10,Monday,UXP,Red,Short,TRUE,Complete,1.6,-0.3,DXP,Red,Short,TRUE,Complete,0.5,-0.6,U,Green,Long,TRUE,Complete,0.5,-0.4,
21-Dec-10,Tuesday,UX,Green,Long,TRUE,Complete,1.3,0.5,UXP,Red,Long,TRUE,Complete,0.8,0.2,U,Green,Long,TRUE,Complete,1.3,0.3,
27-Dec-10,Monday,DXP,Green,Long,TRUE,Complete,3,0.8,RX,Red,Neutral,Neutral,Complete,,,U,Green,Long,TRUE,Complete,0.8,0,
29-Dec-10,Wednesday,RC,Neutral,Long,TRUE,Complete,1,0,UXP,Green,Short,TRUE,Complete,0.6,-0.4,U,Green,Long,TRUE,Broken,0.6,-0.5,
4-Jan-11,Tuesday,RC,Green,Long,TRUE,Complete,1,-1,U,Neutral,Long,TRUE,Complete,1.7,0,U,Red,Short,TRUE,Complete,1.4,-0.4,
7-Jan-11,Friday,DXP,Red,Short,FALSE,Broken,0.1,-1.9,RX,Red,Long,TRUE,Complete,0.4,0,U,Red,Short,TRUE,Broken,2.8,-0.1,
9-Feb-11,Wednesday,UXP,Red,Short,TRUE,Broken,1.8,-0.4,DXP,Green,Short,TRUE,Complete,0.6,-0.7,U,Green,Long,FALSE,Broken,0.5,-3.2,
16-Feb-11,Wednesday,UX,Green,Long,TRUE,Complete,5,0.2,UXP,Green,Neutral,Neutral,Complete,,,U,Green,Long,FALSE,Broken,0.6,-1.8,
18-Feb-11,Friday,UXP,Green,Long,TRUE,Complete,1,-0.4,UX,Red,Short,TRUE,Broken,1.4,-0.5,U,Red,Long,TRUE,Broken,1.8,-1.9,
18-Mar-11,Friday,RX,Green,Long,TRUE,Complete,0.4,0,UXP,Red,Short,TRUE,Broken,1,-1.3,U,Red,Short,TRUE,Broken,1.1,-0.5,
4-Apr-11,Monday,RC,Red,Short,TRUE,Complete,3.7,0,RX,Green,Long,TRUE,Complete,0.7,0,U,Red,Short,TRUE,Broken,0.8,-0.2,
5-Apr-11,Tuesday,RC,Red,Short,TRUE,Complete,1.1,0.2,DXP,Red,Short,TRUE,Complete,1.2,-0.8,U,Green,Long,TRUE,Complete,1,-0.8,
16-May-11,Monday,DXP,Red,Neutral,Neutral,Complete,,,UX,Green,Short,TRUE,Broken,0.9,-0.9,U,Green,Long,FALSE,Broken,0.8,-1.9,
24-May-11,Tuesday,DX,Green,Long,TRUE,Broken,1.1,-0.3,UXP,Red,Long,FALSE,Complete,0.6,-1.8,U,Red,Short,TRUE,Broken,1.8,-0.3,
9-Jun-11,Thursday,DX,Green,Long,FALSE,Complete,1.7,-2,UXP,Green,Short,TRUE,Broken,0.4,-0.6,U,Green,Long,TRUE,Complete,0.9,-0.2,
16-Jun-11,Thursday,DXP,Green,Long,FALSE,Complete,0.9,-1.5,D,Green,Long,FALSE,Broken,0.6,-2.2,U,Green,Long,FALSE,Broken,0.5,-2.3,
21-Jun-11,Tuesday,DXP,Green,Short,TRUE,Complete,1.7,-0.8,UXP,Green,Neutral,Neutral,Complete,,,U,Green,Long,TRUE,Complete,1.1,0.1,
27-Jun-11,Monday,DXP,Red,Short,FALSE,Complete,0.7,-2.8,UXP,Green,Long,TRUE,Complete,0.3,-0.4,U,Green,Long,TRUE,Complete,0.7,-0.2,
30-Jun-11,Thursday,UXP,Red,Short,FALSE,Complete,0.6,-2.9,UXP,Neutral,Short,TRUE,Complete,0.8,-1,U,Green,Long,TRUE,Complete,0.2,-0.4,
1-Jul-11,Friday,RC,Red,Short,TRUE,Complete,0.7,-0.9,D,Red,Long,TRUE,Broken,1.2,-0.5,U,Green,Long,TRUE,Complete,0.8,-0.1,
25-Jul-11,Monday,DXP,Red,Short,TRUE,Complete,1.3,-0.7,D,Green,Long,TRUE,Broken,0.7,-0.4,U,Green,Long,TRUE,Complete,0.6,-0.4,
28-Jul-11,Thursday,DXP,Green,Long,TRUE,Complete,0.3,-0.5,UX,Green,Long,FALSE,Broken,0.5,-2.2,U,Green,Long,FALSE,Broken,0.9,-1.9,
2-Aug-11,Tuesday,RC,Green,Long,FALSE,Complete,0.6,-7.2,DXP,Red,Short,TRUE,Complete,1.6,0.8,U,Green,Short,TRUE,Broken,4.4,0.1,
5-Aug-11,Friday,DXP,Green,Long,TRUE,Complete,0.7,-1,RX,Green,Neutral,Neutral,Complete,,,U,Red,Short,TRUE,Broken,0.7,-1,
16-Aug-11,Tuesday,UX,Red,Long,FALSE,Complete,0.1,-2.6,DXP,Red,Short,TRUE,Complete,0.8,-0.7,U,Green,Long,FALSE,Broken,1,-2.1,
19-Aug-11,Friday,DX,Red,Short,TRUE,Complete,1.6,-0.6,D,Red,Neutral,Neutral,Complete,,,U,Green,Short,TRUE,Complete,0.1,-0.2,
13-Sep-11,Tuesday,UXP,Red,Short,TRUE,Complete,0.1,-0.2,D,Red,Short,TRUE,Complete,0.3,-1,U,Green,Long,TRUE,Complete,0.2,-0.6,
3-Oct-11,Monday,DXP,Red,Short,FALSE,Complete,2,-1.5,DXP,Green,Long,TRUE,Broken,1,-0.3,U,Green,Short,TRUE,Broken,1.4,0.1,
19-Oct-11,Wednesday,UXP,Red,Long,TRUE,Complete,0.8,-1,RX,Red,Long,TRUE,Complete,2.4,-0.4,U,Green,Short,TRUE,Broken,1.8,0.4,
20-Oct-11,Thursday,DXP,Green,Short,TRUE,Complete,3.6,0,DXP,Green,Long,TRUE,Broken,1.9,-0.6,U,Red,Short,FALSE,Broken,1.6,-1.6,
6-Dec-11,Tuesday,DXP,Red,Short,TRUE,Complete,2.8,0,RX,Green,Long,TRUE,Complete,0.5,-0.3,U,Green,Long,TRUE,Complete,1.2,-0.3,
16-Dec-11,Friday,RC,Green,Long,TRUE,Complete,3.3,-0.2,UXP,Red,Long,TRUE,Complete,0.7,-1,U,Green,Short,TRUE,Broken,1,0.2,
18-Jan-12,Wednesday,DXP,Red,Short,FALSE,Broken,0.5,-4,RX,Red,Long,TRUE,Complete,1,-0.4,U,Green,Long,TRUE,Complete,0.7,0,
9-Feb-12,Thursday,DX,Red,Long,TRUE,Broken,1.6,-0.8,U,Green,Long,TRUE,Complete,0.7,-0.9,U,Red,Long,TRUE,Complete,0.1,-0.3,
29-Feb-12,Wednesday,UXP,Green,Long,FALSE,Complete,1,-2,UX,Green,Long,TRUE,Broken,1.8,-1.9,U,Green,Short,TRUE,Broken,3.3,0,
8-Jun-12,Friday,DXP,Red,Short,TRUE,Complete,0.3,-0.3,D,Red,Short,FALSE,Broken,1,-2.7,U,Green,Long,TRUE,Complete,3,0.1,
18-Jul-12,Wednesday,UXP,Green,Short,TRUE,Broken,3.6,0.2,DXP,Red,Long,FALSE,Complete,1.1,-1.9,U,Green,Long,TRUE,Complete,0.5,-0.1,
13-Aug-12,Monday,UXP,Red,Short,TRUE,Broken,0.5,-0.4,DX,Red,Long,TRUE,Broken,2.8,0.4,U,Red,Short,TRUE,Broken,0.6,-1,
29-Aug-12,Wednesday,RC,Red,Long,FALSE,Complete,0.6,-2,RX,Red,Neutral,Neutral,Complete,,,U,Green,Short,FALSE,Broken,1,-2.1,
31-Aug-12,Friday,DX,Green,Long,TRUE,Complete,0,-0.8,UX,Green,Long,TRUE,Complete,3.4,0.2,U,Red,Long,TRUE,Complete,0.2,-0.8,
5-Sep-12,Wednesday,RC,Red,Short,TRUE,Complete,1.2,0,DXP,Red,Short,FALSE,Broken,1.2,-3.3,U,Green,Neutral,Neutral,Complete,,,
10-Sep-12,Monday,UX,Red,Short,TRUE,Broken,1.5,0.1,DX,Neutral,Neutral,Neutral,Complete,,,U,Green,Short,TRUE,Broken,1.5,-0.1,
11-Sep-12,Tuesday,DXP,Red,Short,TRUE,Complete,2.5,0,UXP,Green,Long,TRUE,Complete,0.3,-1.9,U,Green,Long,TRUE,Complete,0.8,-0.6,
13-Sep-12,Thursday,UX,Red,Short,FALSE,Broken,0.8,-1.4,DXP,Red,Long,TRUE,Broken,0.3,-0.5,U,Red,Long,TRUE,Complete,11.7,-0.8,
17-Sep-12,Monday,DX,Red,Short,TRUE,Complete,0.3,-0.7,D,Green,Long,TRUE,Broken,0.3,-1.2,U,Green,Short,TRUE,Broken,2,-0.2,
2-Oct-12,Tuesday,DXP,Green,Neutral,Neutral,Complete,,,U,Green,Long,TRUE,Complete,1.5,0.1,U,Red,Short,TRUE,Broken,0.9,-0.3,
3-Oct-12,Wednesday,RC,Green,Short,TRUE,Complete,1.3,-0.4,DXP,Green,Long,TRUE,Broken,2.7,0,U,Red,Long,TRUE,Complete,0.8,-0.4,
22-Oct-12,Monday,DXP,Green,Long,TRUE,Complete,1,-0.2,UX,Red,Long,TRUE,Complete,0.5,-1,U,Green,Short,TRUE,Broken,1.5,-0.9,
31-Oct-12,Wednesday,UXP,Red,Short,TRUE,Complete,0.4,0.1,U,Green,Long,TRUE,Complete,0.9,-0.1,U,Red,Short,TRUE,Broken,2,-0.2,
12-Nov-12,Monday,RC,Green,Long,TRUE,Complete,0.9,0.2,UX,Red,Long,TRUE,Complete,0.8,-0.6,U,Red,Short,TRUE,Broken,0.8,-1.5,
20-Nov-12,Tuesday,UXP,Green,Long,FALSE,Complete,3.3,-2.7,RX,Green,Long,TRUE,Complete,0.5,-0.8,U,Green,Long,FALSE,Broken,0.5,-2,
29-Nov-12,Thursday,UXP,Green,Long,TRUE,Complete,7.2,0.5,UXP,Green,Neutral,Neutral,Complete,,,U,Green,Short,TRUE,Broken,1.4,-1.2,
3-Dec-12,Monday,U,Green,Long,TRUE,Complete,0.6,-0.7,UX,Green,Short,FALSE,Broken,0.3,-4.5,U,Red,Short,TRUE,Broken,1.5,-0.2,
6-Dec-12,Thursday,RC,Red,Long,FALSE,Complete,0.3,-1.6,RX,Green,Long,TRUE,Complete,0.7,-0.8,U,Green,Long,TRUE,Complete,1,-0.6,
17-Dec-12,Monday,UXP,Red,Short,TRUE,Broken,0.3,-0.2,DX,Red,Short,TRUE,Broken,0.9,-1.3,U,Green,Long,TRUE,Complete,1.5,-0.2,
20-Dec-12,Thursday,DXP,Green,Short,TRUE,Complete,0.6,-0.3,RX,Green,Long,TRUE,Complete,0.8,-0.8,U,Red,Long,TRUE,Complete,1,0,
4-Jan-13,Friday,D,Green,Short,TRUE,Broken,0.8,0.1,U,Green,Neutral,Neutral,Broken,,,U,Green,Long,TRUE,Broken,1.2,-0.1,
9-Jan-13,Wednesday,RC,Red,Long,TRUE,Complete,1.5,-1,UX,Green,Short,TRUE,Broken,1.2,-0.7,U,Green,Short,TRUE,Broken,0.3,-0.4,
25-Jan-13,Friday,DX,Green,Neutral,Neutral,Complete,,,UXP,Green,Long,TRUE,Complete,0.7,-0.1,U,Red,Long,TRUE,Broken,0.5,-0.5,
31-Jan-13,Thursday,DXP,Red,Short,TRUE,Complete,2.3,-0.1,DX,Red,Short,TRUE,Broken,1.8,-1,U,Green,Short,TRUE,Broken,0.3,-0.7,
26-Feb-13,Tuesday,DXP,Green,Long,FALSE,Complete,0.7,3.5,RX,Green,Neutral,Neutral,Broken,,,U,Red,Short,TRUE,Broken,0.7,-1,
11-Mar-13,Monday,RC,Red,Short,TRUE,Complete,1.3,0,RX,Red,Short,TRUE,Broken,0.8,-0.7,U,Red,Long,TRUE,Broken,3.2,0,
12-Mar-13,Tuesday,UXP,Green,Short,FALSE,Complete,8,1,DXP,Red,Long,FALSE,Complete,1.3,1,U,Green,Short,TRUE,Broken,2.4,0,
8-May-13,Wednesday,RC,Green,Long,TRUE,Complete,4,0,UX,Neutral,Long,TRUE,Broken,1,-0.9,U,Green,Long,TRUE,Complete,1.3,-0.3,
